lemma	pos	meaning	freq_estimate	source
adit	adit		2	whitaker
aditial	aditial		1	whitaker
aditio	adition		1	whitaker
adiument	adiument		1	whitaker
adjac	adjac		1	whitaker
adjacens	adjacent		2	whitaker
adjaculat	adjaculat		1	whitaker
adject	adject		1	whitaker
adjectament	adjectament		1	whitaker
adjecti	adjecti		1	whitaker
adjectici	adjectici		1	whitaker
adjectio	adjection		1	whitaker
adjectiv	adjectiv		1	whitaker
adjici	adjic		2	whitaker
adjudic	adjudic		1	whitaker
adjudicatio	adjudication		1	whitaker
adjug	adjug		1	whitaker
adjunct	adjunct		2	whitaker
adjunctio	adjunction		1	whitaker
adjunctiv	adjunctiv		1	whitaker
adjunctor	adjunctor		1	whitaker
adjung	adjung		1	whitaker
adjur	adjur		1	whitaker
adjurament	adjurament		1	whitaker
adjuratio	adjuration		1	whitaker
adjurator	adjurator		1	whitaker
adjuratori	adjuratori		1	whitaker
adjut	adjut		3	whitaker
adjutabil	adjutabil		1	whitaker
adjutor	adjutor		1	whitaker
adjutori	adjutori		1	whitaker
adjutrix	adjutric		1	whitaker
adjuv	adjuv		2	whitaker
adjuvans	adjuvant		1	whitaker
adjuvatori	adjuvatori		1	whitaker
adlab	adlab		1	whitaker
adlabor	adlabor		1	whitaker
adlacrim	adlacrim		1	whitaker
adlamb	adlamb		1	whitaker
adlaps	adlaps		1	whitaker
adlatr	adlatr		1	whitaker
adlaud	adlaud		1	whitaker
adlaudabil	adlaudabil		1	whitaker
adlav	adlav		1	whitaker
adlect	adlect		2	whitaker
adlectatio	adlectation		1	whitaker
adlectator	adlectator		1	whitaker
adlector	adlector		1	whitaker
adlectur	adlectur		1	whitaker
adleg	adleg		2	whitaker
adlegat	adlegat		1	whitaker
adlegatio	adlegation		1	whitaker
adleniment	adleniment		1	whitaker
adlev	adlev		2	whitaker
adlevament	adlevament		1	whitaker
adlevatio	adlevation		1	whitaker
adlevator	adlevator		1	whitaker
adlevi	adlevi		1	whitaker
adlibenti	adlibenti		1	whitaker
adlibesc	adlibesc		1	whitaker
adlicefaci	adlicefac		1	whitaker
adlicefi	adlicef		1	whitaker
adlici	adlici		1	whitaker
adlid	adlid		1	whitaker
adlig	adlig		1	whitaker
adligament	adligament		1	whitaker
adligatio	adligation		1	whitaker
adligator	adligator		1	whitaker
adligatur	adligatur		1	whitaker
adlin	adlin		1	whitaker
adlisio	adlision		1	whitaker
adlocutio	adlocution		1	whitaker
adloqu	adloqu		1	whitaker
adloqui	adloqui		1	whitaker
adlu	adlu		1	whitaker
adlubenti	adlubenti		1	whitaker
adlubesc	adlubesc		1	whitaker
adluc	adluc		1	whitaker
adluct	adluct		1	whitaker
adlud	adlud		1	whitaker
adludi	adludi		1	whitaker
adluvi	adluvi		3	whitaker
adluvio	adluvion		1	whitaker
admatur	admatur		1	whitaker
adme	adme		1	whitaker
admensuratio	admensuration		1	whitaker
admeti	admet		1	whitaker
admigr	admigr		1	whitaker
adminicul	adminicul		3	whitaker
adminiculabund	adminiculabund		1	whitaker
adminiculat	adminiculat		1	whitaker
adminiculator	adminiculator		1	whitaker
administer	administr		1	whitaker
administr	administr		2	whitaker
administratio	administration		2	whitaker
administrativ	administrativ		1	whitaker
administrator	administrator		1	whitaker
administratori	administratori		1	whitaker
admir	admir		1	whitaker
admirabil	admirabil		1	whitaker
admirabilitas	admirabilitat		1	whitaker
admirabiliter	ADV		1	whitaker
admirali	admirali		1	whitaker
admiralis	admiral		1	whitaker
admirand	admirand		1	whitaker
admiranter	ADV		1	whitaker
admiratio	admiration		1	whitaker
admirator	admirator		1	whitaker
admisc	admisc		2	whitaker
admiss	admiss		2	whitaker
admissari	admissari		2	whitaker
admissio	admission		1	whitaker
admissionalis	admissional		1	whitaker
admissiv	admissiv		1	whitaker
admissor	admissor		1	whitaker
admissur	admissur		2	whitaker
admist	admist		1	whitaker
admistio	admistion		1	whitaker
admitt	admitt		1	whitaker
admixt	admixt		2	whitaker
admixtio	admixtion		1	whitaker
admoder	admoder		1	whitaker
admoderate	ADV		1	whitaker
admodul	admodul		1	whitaker
admodum	ADV		1	whitaker
admoeni	admoen		1	whitaker
admoli	admol		1	whitaker
admon	admon		1	whitaker
admonefaci	admonefac		1	whitaker
admonefi	admonef		1	whitaker
admonit	admonit		2	whitaker
admonitio	admonition		1	whitaker
admonitor	admonitor		1	whitaker
admonitori	admonitori		1	whitaker
admonitrix	admonitric		1	whitaker
admord	admord		1	whitaker
admors	admors		2	whitaker
admotio	admotion		1	whitaker
admov	admov		1	whitaker
admugi	admug		1	whitaker
admulc	admulc		1	whitaker
admurmur	admurmur		2	whitaker
admurmuratio	admurmuration		1	whitaker
admutil	admutil		1	whitaker
adn	adn		1	whitaker
adnarr	adnarr		1	whitaker
adnat	adnat		1	whitaker
adnavig	adnavig		1	whitaker
adnect	adnect		1	whitaker
adneg	adneg		1	whitaker
adnepos	adnepot		1	whitaker
adneptis	adnept		1	whitaker
adnex	adnex		2	whitaker
adnexio	adnexion		1	whitaker
adni	adni		1	whitaker
adnict	adnict		1	whitaker
adnihil	adnihil		1	whitaker
adnilil	adnilil		1	whitaker
adnit	adnit		2	whitaker
adnix	adnix		1	whitaker
adnod	adnod		1	whitaker
adnoment	adnoment		1	whitaker
adnominatio	adnomination		1	whitaker
adnot	adnot		1	whitaker
adnotament	adnotament		1	whitaker
adnotat	adnotat		2	whitaker
adnotatio	adnotation		1	whitaker
adnotatiuncul	adnotatiuncul		1	whitaker
adnotator	adnotator		1	whitaker
adnu	adnu		1	whitaker
adnubil	adnubil		1	whitaker
adnull	adnull		1	whitaker
adnumer	adnumer		1	whitaker
adnumeratio	adnumeration		1	whitaker
adnunti	adnunti		2	whitaker
adnuntial	adnuntial		1	whitaker
adnuntiatio	adnuntiation		1	whitaker
adnuntiator	adnuntiator		1	whitaker
adnuntiatrix	adnuntiatric		1	whitaker
adnut	adnut		1	whitaker
adnutri	adnutr		1	whitaker
adobru	adobru		1	whitaker
adol	adol		3	whitaker
adolefact	adolefact		1	whitaker
adolesc	adolesc		3	whitaker
adolescens	adolescent		2	whitaker
adolescenti	adolescenti		2	whitaker
adolescentul	adolescentul		3	whitaker
adolescenturi	adolescentur		1	whitaker
adominatio	adomination		1	whitaker
adonai	N		1	whitaker
adoni	adoni		1	whitaker
adoperi	adoper		1	whitaker
adopert	adopert		2	whitaker
adoperte	ADV		1	whitaker
adopin	adopin		1	whitaker
adopt	adopt		1	whitaker
adoptat	adoptat		2	whitaker
adoptatici	adoptatici		3	whitaker
adoptatio	adoptation		1	whitaker
adoptator	adoptator		1	whitaker
adoptio	adoption		1	whitaker
adoptionism	adoptionism		1	whitaker
adoptiv	adoptiv		1	whitaker
ador	ador		2	whitaker
adorabil	adorabil		1	whitaker
adorand	adorand		1	whitaker
adoratio	adoration		1	whitaker
adorator	adorator		1	whitaker
adordin	adordin		1	whitaker
adore	adore		3	whitaker
adori	ador		6	whitaker
adorios	adorios		1	whitaker
adorn	adorn		1	whitaker
adornate	ADV		1	whitaker
adoscul	adoscul		1	whitaker
adpaginecul	adpaginecul		1	whitaker
adpal	adpal		1	whitaker
adpang	adpang		1	whitaker
adpar	adpar		3	whitaker
adparament	adparament		1	whitaker
adparat	adparat		2	whitaker
adparate	adparatius		1	whitaker
adparatio	adparation		1	whitaker
adparator	adparator		1	whitaker
adparatori	adparatori		1	whitaker
adparatrix	adparatric		1	whitaker
adparens	adparent		1	whitaker
adparenti	adparenti		1	whitaker
adparesc	adparesc		1	whitaker
adpari	adpar		1	whitaker
adparitio	adparition		1	whitaker
adparitor	adparitor		1	whitaker
adparitori	adparitori		1	whitaker
adparitur	adparitur		1	whitaker
adpector	adpector		1	whitaker
adpell	adpell		2	whitaker
adpellatio	adpellation		1	whitaker
adpellativ	adpellativ		1	whitaker
adpellator	adpellator		1	whitaker
adpellatori	adpellatori		1	whitaker
adpellit	adpellit		1	whitaker
adpend	adpend		2	whitaker
adpendic	adpendic		1	whitaker
adpendicul	adpendicul		1	whitaker
adpendix	adpendic		1	whitaker
adpensor	adpensor		1	whitaker
adpertin	adpertin		1	whitaker
adpet	adpet		1	whitaker
adpetens	adpetent		1	whitaker
adpetenter	ADV		1	whitaker
adpetenti	adpetenti		1	whitaker
adpetibil	adpetibil		1	whitaker
adpetiss	adpetiss		1	whitaker
adpetit	adpetit		1	whitaker
adpetitio	adpetition		1	whitaker
adpetitor	adpetitor		1	whitaker
adpeto	adpeton		1	whitaker
adpicisc	adpicisc		1	whitaker
adping	adping		2	whitaker
adplaud	adplaud		1	whitaker
adplaus	adplaus		1	whitaker
adplausor	adplausor		1	whitaker
adplex	adplic		1	whitaker
adplic	adplic		2	whitaker
adplicat	adplicat		1	whitaker
adplicatio	adplication		1	whitaker
adplod	adplod		1	whitaker
adplor	adplor		1	whitaker
adplud	adplud		1	whitaker
adplumb	adplumb		1	whitaker
adplumbator	adplumbator		1	whitaker
adpon	adpon		1	whitaker
adporrect	adporrect		1	whitaker
adport	adport		1	whitaker
adportatio	adportation		1	whitaker
adposc	adposc		1	whitaker
adposit	adposit		3	whitaker
adposite	ADV		1	whitaker
adpositio	adposition		1	whitaker
adpostul	adpostul		1	whitaker
adpot	adpot		1	whitaker
adprec	adprec		1	whitaker
adprehend	adprehend		1	whitaker
adprehensibil	adprehensibil		1	whitaker
adprehensio	adprehension		1	whitaker
adprend	adprend		1	whitaker
adprens	adprens		1	whitaker
adpreti	adpreti		1	whitaker
adpri	ADJ		1	whitaker
adprim	adprim		1	whitaker
adprime	ADV		1	whitaker
adprob	adprob		2	whitaker
adprobatio	adprobation		1	whitaker
adprobator	adprobator		1	whitaker
adprobe	ADV		1	whitaker
adpromissor	adpromissor		1	whitaker
adpromitt	adpromitt		1	whitaker
adpron	adpron		1	whitaker
adproper	adproper		1	whitaker
adpropi	adpropi		1	whitaker
adpropinqu	adpropinqu		1	whitaker
adpropinquatio	adpropinquation		1	whitaker
adpropri	adpropri		1	whitaker
adpropriatio	adpropriation	~ ciborum => making flesh/blood of food	1	whitaker
adproxim	adproxim		1	whitaker
adpugn	adpugn		1	whitaker
adpuls	adpuls		1	whitaker
adque	CONJ		1	whitaker
adqui	CONJ		1	whitaker
adquiesc	adquiesc		2	whitaker
adquiet	adquiet		1	whitaker
adquietanti	adquietanti		1	whitaker
adquin	CONJ		1	whitaker
adquir	adquir		1	whitaker
adquisit	adquisit		1	whitaker
adquisitio	adquisition		1	whitaker
adquisitrix	adquisitric		1	whitaker
adquo	ADV		1	whitaker
adrachn	adrachn		1	whitaker
adrad	adrad	~ cacumen => lop off	1	whitaker
adral	adral		1	whitaker
adrect	adrect		1	whitaker
adrectari	adrectari		2	whitaker
adremig	adremig		1	whitaker
adrenalin	adrenalin		1	whitaker
adrep	adrep		1	whitaker
adrepti	adrepti		1	whitaker
adreptici	adreptici		1	whitaker
adreptiti	adreptiti		1	whitaker
adreptiv	adreptiv		1	whitaker
adrid	adrid		1	whitaker
adrig	adrig		2	whitaker
adripi	adrip		1	whitaker
adrisio	adrision		1	whitaker
adrisor	adrisor		1	whitaker
adrod	adrod		1	whitaker
adrog	adrog		2	whitaker
adrogans	adrogant		1	whitaker
adroganter	adrogentius		1	whitaker
adroganti	adroganti		1	whitaker
adrogatio	adrogation		1	whitaker
adrogator	adrogator		1	whitaker
adror	adror		1	whitaker
adrosor	adrosor		1	whitaker
adrotans	adrotant		1	whitaker
adru	adru		1	whitaker
adrumet	Adrumet		2	whitaker
adrumetin	Adrumetin		2	whitaker
ads	ad		2	whitaker
adscend	adscend		1	whitaker
adscendens	adscendent		1	whitaker
adscendibil	adscendibil		1	whitaker
adscens	adscens		1	whitaker
adscensio	adscension		1	whitaker
adscensor	adscensor		1	whitaker
adscessio	adscession		1	whitaker
adsci	adsc		1	whitaker
adscisc	adscisc		1	whitaker
adscit	adscit		2	whitaker
adscrib	adscrib		1	whitaker
adscriptici	adscriptici		1	whitaker
adscriptio	adscription		1	whitaker
adscriptiv	adscriptiv		1	whitaker
adscriptor	adscriptor		1	whitaker
adsecl	adsecl		1	whitaker
adsect	adsect		1	whitaker
adsectatio	adsectation		1	whitaker
adsectator	adsectator		1	whitaker
adsecue	ADV		1	whitaker
adsecul	adsecul		1	whitaker
adsecutor	adsecutor		1	whitaker
adsedo	adsedon		1	whitaker
adsell	adsell		1	whitaker
adsenesc	adsenesc		1	whitaker
adsens	adsens		1	whitaker
adsensio	adsension		1	whitaker
adsensor	adsensor		1	whitaker
adsent	adsent		1	whitaker
adsentatio	adsentation		1	whitaker
adsentatiuncul	adsentatiuncul		1	whitaker
adsentator	adsentator		1	whitaker
adsentatorie	ADV		1	whitaker
adsentatrix	adsentatric		1	whitaker
adsenti	adsent		2	whitaker
adsequ	adsequ		1	whitaker
adsequel	adsequel		1	whitaker
adser	adser		3	whitaker
adsert	adsert		1	whitaker
adsertio	adsertion		1	whitaker
adsertor	adsertor		1	whitaker
adsertori	adsertori		1	whitaker
adserv	adserv		1	whitaker
adservi	adserv		1	whitaker
adsess	adsess		1	whitaker
adsessio	adsession		1	whitaker
adsessor	adsessor		1	whitaker
adsessori	adsessori		2	whitaker
adsessur	adsessur		1	whitaker
adsestrix	adsestric		1	whitaker
adsever	adsever		1	whitaker
adseveranter	ADV		1	whitaker
adseverate	ADV		1	whitaker
adseveratio	adseveration		1	whitaker
adsibil	adsibil		1	whitaker
adsicc	adsicc		1	whitaker
adsiccesc	adsiccesc		1	whitaker
adsid	adsid		2	whitaker
adsidu	adsidu		3	whitaker
adsidue	assiduius		1	whitaker
adsiduitas	adsiduitat		1	whitaker
adsiduo	ADV		1	whitaker
adsiforn	adsiforn		1	whitaker
adsign	adsign		1	whitaker
adsignatio	adsignation		1	whitaker
adsignator	adsignator		1	whitaker
adsignific	adsignific		1	whitaker
adsili	adsil		1	whitaker
adsimil	adsimil		2	whitaker
adsimilanter	ADV		1	whitaker
adsimilat	adsimilat		1	whitaker
adsimilatio	adsimilation		1	whitaker
adsimiliter	ADV		1	whitaker
adsimul	adsimul		1	whitaker
adsimulanter	ADV		1	whitaker
adsimulat	adsimulat		1	whitaker
adsimulatici	adsimulatici		1	whitaker
adsimulatio	adsimulation		1	whitaker
adsimuliter	ADV		1	whitaker
adsist	adsist		1	whitaker
adsistrix	adsistric		1	whitaker
adsit	adsit		1	whitaker
adsoci	adsoci		2	whitaker
adsociatio	adsociation		1	whitaker
adsol	adsol		3	whitaker
adson	adson		1	whitaker
adsparg	adsparg		1	whitaker
adspargo	adspargin		1	whitaker
adspect	adspect		2	whitaker
adspectabil	adspectabil		1	whitaker
adspectamen	adspectamin		1	whitaker
adsperg	adsperg		1	whitaker
adspergo	adspergin		1	whitaker
adspersori	adspersori		1	whitaker
adspici	adspic		1	whitaker
adspir	adspir		1	whitaker
adspiramen	adspiramin		1	whitaker
adspiratio	adspiration		1	whitaker
adspirator	adspirator		1	whitaker
adspu	adspu		1	whitaker
adst	adst		2	whitaker
adstat	adstat		2	whitaker
adstator	adstator		1	whitaker
adstern	adstern		1	whitaker
adstipul	adstipul		2	whitaker
adstipulat	adstipulat		1	whitaker
adstipulatio	adstipulation		1	whitaker
adstipulator	adstipulator		1	whitaker
adstitu	adstitu		1	whitaker
adstrangul	adstrangul		1	whitaker
adstrep	adstrep		1	whitaker
adstrict	adstrict		2	whitaker
adstricte	adstrictius		1	whitaker
adstrictio	adstriction		1	whitaker
adstrictori	adstrictori		1	whitaker
adstrid	adstrid		2	whitaker
adstring	adstring		2	whitaker
adstru	adstru		1	whitaker
adstructio	adstruction		1	whitaker
adstructor	adstructor		1	whitaker
adstup	adstup		1	whitaker
adsu	adsu		1	whitaker
adsubrig	adsubrig		1	whitaker
adsudesc	adsudesc		1	whitaker
adsuefaci	adsuefac		1	whitaker
adsuefi	adsuef		1	whitaker
adsuesc	adsuesc		1	whitaker
adsuet	adsuet		1	whitaker
adsuetudo	adsuetudin		1	whitaker
adsug	adsug		1	whitaker
adsult	adsult		2	whitaker
adsultim	ADV		1	whitaker
adsum	adsum		1	whitaker
adsument	adsument		1	whitaker
adsumptio	adsumption		1	whitaker
adsumptiv	adsumptiv		1	whitaker
adsurg	adsurg		1	whitaker
adsuscip	adsuscip		1	whitaker
adsuspir	adsuspir		1	whitaker
adtact	adtact		1	whitaker
adtagen	adtagen		2	whitaker
adtemper	adtemper		1	whitaker
adtempt	adtempt		1	whitaker
adtend	adtend		1	whitaker
adtent	adtent		2	whitaker
adtentatio	adtentation		1	whitaker
adtente	adtentius		1	whitaker
adtentio	adtention		1	whitaker
adtenu	adtenu		1	whitaker
adtenuat	adtenuat		1	whitaker
adtenuate	ADV		1	whitaker
adtenuatio	adtenuation		1	whitaker
adter	adter		1	whitaker
adtermin	adtermin		1	whitaker
adterrane	adterrane		1	whitaker
adtertiari	adtertiari		1	whitaker
adtertiat	adtertiat		1	whitaker
adtest	adtest		1	whitaker
adtestat	adtestat		1	whitaker
adtestatio	adtestation		1	whitaker
adtex	adtex		1	whitaker
adtig	adtig		1	whitaker
adtigu	adtigu		1	whitaker
adtill	adtill		1	whitaker
adtin	adtin		2	whitaker
adting	adting		2	whitaker
adtingu	adtingu		1	whitaker
adtitul	adtitul		1	whitaker
adtoler	adtoler		1	whitaker
adtoll	adtoll		1	whitaker
adton	adton		1	whitaker
adtond	adtond		1	whitaker
adtonit	adtonit		1	whitaker
adtonite	ADV		1	whitaker
adtorqu	adtorqu		1	whitaker
adtract	adtract		3	whitaker
adtractio	adtraction		1	whitaker
adtractori	adtractori		1	whitaker
adtrah	adtrah		1	whitaker
adtrect	adtrect		1	whitaker
adtrectat	adtrectat		1	whitaker
adtrectatio	adtrectation		1	whitaker
adtrem	adtrem		1	whitaker
adtrepid	adtrepid		1	whitaker
adtribu	adtribu		1	whitaker
adtribul	adtribul		1	whitaker
adtribut	adtribut		2	whitaker
adtributio	adtribution		1	whitaker
adtrit	adtrit		3	whitaker
adtritio	adtrition		1	whitaker
adtu	adtu		1	whitaker
adtubernalis	adtubernal		1	whitaker
adtul	adtul		1	whitaker
adtumul	adtumul		1	whitaker
adubi	ADV		1	whitaker
adul	adul		2	whitaker
adulans	adulant		1	whitaker
adulater	ADV		1	whitaker
adulatio	adulation		1	whitaker
adulator	adulator		1	whitaker
adulatori	adulatori		1	whitaker
adulatorie	ADV		1	whitaker
adulatrix	adulatric		1	whitaker
adulescens	adulescent		2	whitaker
adulescenti	adulescenti		2	whitaker
adulescentul	adulescentul		3	whitaker
adulescenturi	adulescentur		1	whitaker
adult	adult		2	whitaker
adulter	adulter		6	whitaker
adulterat	adulterat		1	whitaker
adulteratio	adulteration		1	whitaker
adulterator	adulterator		1	whitaker
adulteri	adulteri		1	whitaker
adulterin	adulterin		1	whitaker
adulteritas	adulteritat		1	whitaker
adultrix	adultric		1	whitaker
adumbr	adumbr		1	whitaker
adumbrat	adumbrat		1	whitaker
adumbratim	ADV		1	whitaker
adumbratio	adumbration		1	whitaker
adun	adun		1	whitaker
adunatio	adunation		1	whitaker
adunc	adunc		1	whitaker
aduncitas	aduncitat		1	whitaker
adur	adur		1	whitaker
adurg	adurg		1	whitaker
adusque	ADV		2	whitaker
adust	adust		2	whitaker
adustio	adustion		1	whitaker
advect	advect		3	whitaker
advecti	advecti		1	whitaker
advectici	advectici		1	whitaker
advectio	advection		1	whitaker
advector	advector		1	whitaker
adveh	adveh	advehor => arrive by travel, ride to	1	whitaker
advel	advel		1	whitaker
advelitatio	advelitation		1	whitaker
adven	adven		2	whitaker
advener	advener		1	whitaker
adveni	adven		1	whitaker
advenienti	advenienti		1	whitaker
advent	advent		2	whitaker
advententi	advententi		1	whitaker
adventici	adventici		1	whitaker
adventiti	adventiti		1	whitaker
adventor	adventor		1	whitaker
adventori	adventori		2	whitaker
adverber	adverber		1	whitaker
adverbi	adverbi		1	whitaker
adverbial	adverbial		1	whitaker
adverbialiter	ADV		1	whitaker
adverr	adverr		1	whitaker
advers	advers		6	whitaker
adversabil	adversabil		1	whitaker
adversari	adversari		4	whitaker
adversatio	adversation		1	whitaker
adversativ	adversativ		1	whitaker
adversator	adversator		1	whitaker
adversatrix	adversatric		1	whitaker
adverse	ADV		1	whitaker
adversio	adversion		1	whitaker
adversipes	adversiped		1	whitaker
adversitas	adversitat		1	whitaker
adversitor	adversitor		1	whitaker
adversum	ADV		2	whitaker
adversus	ADV		2	whitaker
advert	advert		1	whitaker
advertenti	advertenti		1	whitaker
advesperasc	advesperasc		1	whitaker
advigil	advigil		1	whitaker
advincul	advincul		1	whitaker
adviv	adviv		1	whitaker
advoc	advoc		1	whitaker
advocament	advocament		1	whitaker
advocat	advocat		2	whitaker
advocatio	advocation		1	whitaker
advocator	advocator		1	whitaker
advol	advol		1	whitaker
advolat	advolat		1	whitaker
advolitans	advolitant		1	whitaker
advolv	advolv		1	whitaker
advors	advors		5	whitaker
advorsabil	advorsabil		1	whitaker
advorsari	advorsari		4	whitaker
advorsator	advorsator		1	whitaker
advorsatrix	advorsatric		1	whitaker
advorse	ADV		1	whitaker
advorsitas	advorsitat		1	whitaker
advorsitor	advorsitor		1	whitaker
advorsum	ADV		2	whitaker
advorsus	ADV		2	whitaker
advort	advort		1	whitaker
adynam	adynam		2	whitaker
adyt	adyt		1	whitaker
adzel	adzel		1	whitaker
aec	aec		2	whitaker
aecclesi	aecclesi		1	whitaker
aeclesi	aeclesi		1	whitaker
aeclesiastic	aeclesiastic		1	whitaker
aecor	aecor		1	whitaker
aecore	aecore		1	whitaker
aed	aed		1	whitaker
aedes	aed		1	whitaker
aedicul	aedicul		1	whitaker
aedifaci	aedifac		1	whitaker
aedifex	aedific		1	whitaker
aedifi	aedif		1	whitaker
aedific	aedific		1	whitaker
aedificans	aedificant		1	whitaker
aedificat	aedificat		1	whitaker
aedificatio	aedification		2	whitaker
aedificatiuncul	aedificatiuncul		1	whitaker
aedificator	aedificator		1	whitaker
aedificatori	aedificatori		2	whitaker
aedifici	aedifici		1	whitaker
aedificial	aedificial		1	whitaker
aedificiol	aedificiol		1	whitaker
aedilici	aedilici		2	whitaker
aedilis	aedil		1	whitaker
aedilitas	aedilitat		1	whitaker
aedis	aed		1	whitaker
aeditim	aeditim		2	whitaker
aeditu	aeditu		3	whitaker
aeditual	aeditual		1	whitaker
aedituens	aedituent		1	whitaker
aeditum	aeditum		2	whitaker
aedo	aedon		1	whitaker
aedon	aedon		1	whitaker
aedoni	aedoni		1	whitaker
aedu	Aedu		1	whitaker
aeer	aeer		1	whitaker
aeger	aegr		2	whitaker
aegid	Aegid		1	whitaker
aegidi	Aegidi		1	whitaker
aegilop	aegilop		1	whitaker
aegilopi	aegilopi		1	whitaker
